Medallion,HackLicense,VendorID,RateCode,StoreAndFwdFlag,PickupDateTime,DropoffDateTime,PassengerCount,TripTimeInSecs,TripDistance,PickupLongitude,PickupLatitude,DropoffLongitude,DropoffLatitude,PaymentType,FareAmount,Surcharge,MtaTax,TollsAmount,TotalAmount,TipAmount,Tipped,TipClass
A641757F3588ED83C7C45972F6B533AD,EFBC75059E5B0BA730CA00C74D4EA725,CMT,1,N  ,5/8/2013 15:11,5/8/2013 15:18,1,464,1.5,-73.978638,40.742451,-73.994011,40.732151,CSH,7,0,0.5,0,7.5,0,0,0
10D6F8741AFE5A48CA89DFC53508AE9F,37F09FE5859889CFFCAFC19EF8233F0E,VTS,1,""""" ",2/22/2013 2:58,2/22/2013 3:14,1,960,5.06,-73.987907,40.760056,-73.971855,40.797192,CSH,18.5,0.5,0.5,0,19.5,0,0,0
70A66BB7E09A4FCA75BA73D88DE2F998,A9D2251D4A8422186B293BDE132B2E5A,VTS,1,""""" ",3/25/2013 15:11,3/25/2013 15:19,1,480,1.03,-73.995132,40.744904,-73.982407,40.745777,CRD,7,0,0.5,0,8.9,1.4,1,1
BC1D64094D710C9A1815166C45B0C71D,2F2338AF42AD358FFB1B1F5D36B46DDE,VTS,1,""""" ",7/26/2013 19:42,7/26/2013 19:48,1,360,1.32,-74.001831,40.740677,-74.002945,40.749512,CRD,7,1,0.5,0,10.1,1.6,1,1
E386B8099BCA2EAAB9A4D9B933829A28,BCD228CCC8B945C745D3AE19E5F4D349,VTS,1,""""" ",2/19/2013 20:40,2/19/2013 20:57,1,1020,2.57,-73.975975,40.678375,-73.996346,40.686108,CSH,12.5,0.5,0.5,0,13.5,0,0,0
D5CDFF4DD497E635E4721300A9F49400,F0293642C0A090F625887CFF21D8B416,CMT,1,N  ,11/12/2013 15:29,11/12/2013 15:31,1,126,0.5,-73.97715,40.764088,-73.981911,40.768391,CRD,4,0,0.5,0,5.62,1.12,1,1
62070BE8DCA915EE1D03FF354A72569C,FEB60BF7F3DEEC5C990814B6E91516C6,CMT,1,N  ,6/24/2013 8:15,6/24/2013 8:22,1,431,2.1,-73.977127,40.737961,-73.958832,40.763863,CSH,8.5,0,0.5,0,9,0,0,0
12352D455E4BAC609798CD38C672B75B,48DBD5E761E3CC1455C5F67F2E671EAA,CMT,1,N  ,11/12/2013 13:43,11/12/2013 13:46,1,162,0.3,-73.982956,40.766453,-73.981689,40.770325,CRD,3.5,0,0.5,0,4.8,0.8,1,1
F5BB386BD454828775C1FC0622BA9EE6,273AE491CAF786A3EDC5F9AADEB3866D,CMT,1,N  ,5/7/2013 9:56,5/7/2013 10:03,1,456,0.8,-73.976418,40.765587,-73.966087,40.761105,CRD,6.5,0,0.5,0,8,1,1,1
39F10D02E9946C5E725F0FB53E755F33,101D54B7A8CA21CD7DBCD4A0A3A76B5C,VTS,1,""""" ",11/25/2013 19:14,11/25/2013 19:16,2,120,0.45,-73.976334,40.775768,-73.982422,40.775887,CSH,4,1,0.5,0,5.5,0,0,0
25E6F4366BB2FE32AE402B26192DD96C,F534B4268AA8E2A7FB130ADDD2B456D8,CMT,1,N  ,1/23/2013 9:18,1/23/2013 9:39,1,1265,6.9,-73.957977,40.776405,-74.001244,40.714725,CRD,23,0.5,0.5,0,30,6,1,2
84A517403D0273650BC382E8307AF97A,693EA17B2C63B2235A8B6B6A6DADD72B,CMT,1,N  ,3/7/2013 21:08,3/7/2013 21:28,1,1226,10.1,-73.863876,40.770069,-73.976105,40.787182,CRD,29,0.5,0.5,5.33,42.39,7.06,1,2
B617C3D92C7DCA35E34645010065B3A3,20E7CD266E3D9E8F10095961810BDED5,VTS,1,""""" ",4/1/2013 11:59,4/1/2013 12:09,1,600,1.98,-73.984779,40.74818,-74.001984,40.72641,CSH,9,0,0.5,0,9.5,0,0,0
0FFA7650C5F44A6EFD3E7534C46A9E8D,C6696FE9EB95BC5FBFBB525B846DEB0D,VTS,1,""""" ",9/2/2013 14:40,9/2/2013 14:48,5,480,1.29,-73.982407,40.766056,-73.992554,40.752876,CSH,7.5,0,0.5,0,8,0,0,0
3541D0677EEEA07B67E645E12F04F517,F8517FF02583559490C7D135E096D78E,VTS,1,""""" ",9/1/2013 12:24,9/1/2013 12:31,1,420,1.51,-73.99987,40.738396,-74.003815,40.719189,CSH,7.5,0,0.5,0,8,0,0,0
0A913AD782A4C7B101BB0062CFCF5BC3,782FEB7FA70CFEB5BE71EA8B6F919DF4,CMT,1,Y  ,3/21/2013 18:42,3/21/2013 18:51,3,539,1.2,-74.007004,40.746593,-73.990463,40.744751,CSH,8,1,0.5,0,9.5,0,0,0
EDEFAF22C8F0F1268C8AD2C88FA2F2CD,B0DC093B0E1B6D6446D10CC67B45BAEF,VTS,1,""""" ",9/1/2013 10:36,9/1/2013 10:45,2,540,2.14,-73.9729,40.780548,-73.990227,40.757706,CRD,10,0,0.5,0,12.5,2,1,1
F623544638D5DDAF52E95E31FFDF48E1,6AEAA14A85ADC69055DC1DB6E55DDC8F,VTS,1,""""" ",2/4/2013 13:04,2/4/2013 13:16,1,720,0.68,-74.002708,40.749588,-73.992104,40.74493,CRD,8.5,0,0.5,0,10.25,1.25,1,1
A47000BADBBAEB2CA1F5FD5B8C2F042A,9DCC08D34A8FF6CAB85F1591764A8352,CMT,1,N  ,3/30/2013 12:40,3/30/2013 12:50,1,607,1.7,-73.99527,40.740444,-73.995911,40.759163,CRD,9,0,0.5,0,10.4,0.9,1,1
EE90E3CC8C60CA5D7910FA197A15D656,7D5672862047AF8796FB495A387E966F,CMT,1,N  ,10/12/2013 19:54,10/12/2013 20:07,1,728,1.7,-73.999146,40.719814,-74.002548,40.739376,CRD,10,0.5,0.5,0,12.2,1.2,1,1
AD9A55BC575D9809295FD5916FB8215C,A0D575B00B0402E33F0A9A00CCA772D4,CMT,1,N  ,10/18/2013 12:43,10/18/2013 13:03,1,1205,4.7,-74.004692,40.707123,-73.993782,40.739307,CRD,18,0,0.5,0,23.12,4.62,1,1
FA3DD236E7627E99646337C5218EA281,49921485C560C8FBA5DA9E2F83F963E6,CMT,1,N  ,4/5/2013 10:09,4/5/2013 10:27,1,1110,5.6,-73.991264,40.699169,-73.982864,40.743599,CRD,19.5,0,0.5,0,24,4,1,1
89EDAF45090C74611B52AFFC3E10A69D,CC5A8F3E7D9D2A3AABFF3B6358568E42,VTS,1,""""" ",9/20/2013 14:57,9/20/2013 15:18,2,1260,5.14,-73.961693,40.774078,-73.983566,40.721516,CSH,19.5,0,0.5,0,20,0,0,0
7420EBB052721A59F9615E7AAAF02A43,E98F1369287FF62CE3E0235555A26FFF,CMT,1,N  ,12/24/2013 21:52,12/24/2013 22:06,1,824,3.3,-73.998085,40.718262,-73.972778,40.757023,CRD,13,0.5,0.5,0,16.8,2.8,1,1
14CDECEE4E6E520D9E4467EE99BC2938,D589DD6340B17FBA4E4CB2D70681B259,CMT,1,N  ,6/5/2013 23:46,6/5/2013 23:51,1,292,1,-73.990944,40.760883,-73.988548,40.750122,CRD,6,0.5,0.5,0,8.4,1.4,1,1
43771F4485FE35BB53AD39ED92864353,93D6BDF286CEC682F236E01CA3C6369B,CMT,1,N  ,8/10/2013 13:41,8/10/2013 13:53,2,724,2.9,-73.978241,40.758945,-73.98336,40.726822,CSH,11.5,0,0.5,0,12,0,0,0
AEDFC1DA9188EB20AE5522CDA42BD80B,53E8C84221807D977F00C38DA55E57B5,VTS,1,""""" ",1/1/2013 7:52,1/1/2013 7:57,1,300,0.98,-73.985779,40.731186,-73.992416,40.719776,CRD,5.5,0,0.5,0,7.1,1.1,1,1
0BF4420826CD7D1E2A2CABF3FFDB438A,8D07E9CCB008BAE2A916C78421F2599F,VTS,1,""""" ",7/19/2013 7:49,7/19/2013 7:58,1,540,2.02,-74.006111,40.734383,-74.01461,40.711258,CRD,9.5,0,0.5,0,12.85,2.85,1,1
5AC54D9ED7042EFCEB2A1A3D3AF12A51,B68D0C212784C68DC43F74B18A8999DF,VTS,1,""""" ",12/12/2013 6:37,12/12/2013 6:38,5,60,0.4,-73.985153,40.747601,-73.985153,40.747601,CSH,3.5,0,0.5,0,4,0,0,0
2F78860023506DA9C1DD87FB45A44854,C779D022381EA6EFE908F6359D917FEF,CMT,1,N  ,2/13/2013 19:03,2/13/2013 19:16,1,752,1.7,-73.982002,40.760323,-73.98925,40.774502,CRD,10,1,0.5,0,12.5,1,1,1
F0F0CFE0F353AAB5F87B98BC37C5540D,F9212F483B587DB0BF5C3200FF9BF412,CMT,1,N  ,1/22/2013 18:27,1/22/2013 18:41,1,846,3.6,-73.98835,40.754456,-74.014236,40.71701,CRD,14,1,0.5,0,17,1.5,1,1
714EC144CAADB8129B9B7786A0077DFD,052C966F82A2B106DC6414C453AD7CE6,VTS,1,""""" ",8/28/2013 15:12,8/28/2013 15:23,1,660,1.01,-73.998817,40.734623,-73.989075,40.747711,CRD,8.5,0,0.5,0,10.7,1.7,1,1
CE066B71E6962D452E0F71368A74BDB9,B8634258E2333E042AC0B0CC90A718EC,VTS,1,""""" ",11/3/2013 17:25,11/3/2013 17:34,1,540,1.94,-73.997086,40.742077,-74.002205,40.719597,CSH,9,0,0.5,0,9.5,0,0,0
2A5F731F30D679C65BA6624AA6F79FFB,D4C1E9C4A35946181777D656D11A5C81,CMT,1,N  ,11/12/2013 13:59,11/12/2013 14:22,1,1414,3.5,-73.972633,40.780888,-73.978043,40.742023,CRD,17,0,0.5,0,19,1.5,1,1
E8C37988B3D36504582BCEF92AC8A14B,0EBA71112D7D5D3727F1B2F882528A3A,CMT,1,N  ,6/2/2013 3:14,6/2/2013 3:53,1,2301,16.1,-73.988762,40.761791,-74.010963,40.621449,CSH,48,0.5,0.5,0,49,0,0,0
1DBF72F3EF01C8F411D2B97E064A5601,8606E44CE4E85672901224DF536206A9,VTS,1,""""" ",6/10/2013 15:12,6/10/2013 15:21,1,540,1.2,-73.993378,40.72802,-74.002052,40.719063,CSH,7.5,0,0.5,0,8,0,0,0
63D58684D0FD448715C6005C997D33E9,C32B289A857D51CC210DE151B37EB5D9,VTS,1,""""" ",9/4/2013 13:27,9/4/2013 14:10,2,2580,13.7,-73.861588,40.848713,-73.999313,40.761108,CSH,43,0,0.5,0,43.5,0,0,0
F4E06D0AF22F3664327BF6C04FB7DB26,28AF6892555AC3A8359A47BB191CE06C,CMT,1,N  ,2/10/2013 15:20,2/10/2013 15:39,2,1142,5.5,-74.002144,40.727909,-73.956116,40.769123,CRD,20,0,0.5,0,22,1.5,1,1
576BE3CE0F330A86C813A5963430DCBD,D3872B8448C110E5BCF23CBE0F2A059E,VTS,1,""""" ",3/14/2013 23:19,3/14/2013 23:28,1,540,1.7,-73.98674,40.760006,-73.987556,40.74427,CRD,8,0.5,0.5,0,10.7,1.7,1,1
832807A988C86F1107F06D4CDF7DC55C,287E942853B62530EE1AC32BA3B60CE9,CMT,1,N  ,11/6/2013 14:54,11/6/2013 15:00,1,385,0.6,-73.968185,40.762058,-73.971603,40.754932,CSH,5.5,0,0.5,0,6,0,0,0
ACE00BB8DAA1106D99C46A160AE6FDFC,FC771BFDA357DE07BD0A65D6EAD1390C,VTS,1,""""" ",11/12/2013 7:17,11/12/2013 7:32,5,900,2.22,-73.987267,40.771011,-73.977295,40.751781,CRD,11,0,0.5,0,13.7,2.2,1,1
D4D741DA5F336EDD20C7485D178DAAE3,E41F7FDD5524D3FB0DA95D3F9863DA2E,CMT,1,N  ,11/27/2013 22:40,11/27/2013 22:56,2,938,3,-73.989143,40.748421,-73.956657,40.772362,CRD,13,0.5,0.5,0,16.8,2.8,1,1
0C52944B57BE5E0962C6561A45C67A4A,2A17E5B2B04AECC644D34B4A769F1E36,VTS,1,""""" ",4/11/2013 20:12,4/11/2013 20:20,5,480,1.63,-73.967705,40.756229,-73.984863,40.742485,CSH,8,0.5,0.5,0,9,0,0,0
2468570D236264C619998C6C57FF1612,2DE629F0DF1745C10CD6DE92871DFA09,VTS,1,""""" ",4/23/2013 17:24,4/23/2013 17:56,1,1920,8.68,-74.010178,40.720322,-73.964851,40.772442,CRD,29.5,1,0.5,0,37.1,6.1,1,2
7DA8DF1E4414F81EBD3A0140073B2630,8D6B4C554359DFBB139986EBFAB40B91,CMT,1,N  ,2/27/2013 19:32,2/27/2013 19:42,2,574,2.8,-73.965698,40.795353,-73.936531,40.809811,CSH,10.5,1,0.5,0,12,0,0,0
23DB792D3F7EBA03004E470B684F2738,3C33FF779489C2FF039F6DA5577D7828,CMT,1,N  ,3/24/2013 16:49,3/24/2013 16:53,1,243,0.9,-73.95974,40.81562,-73.946182,40.808098,CSH,5,0,0.5,0,5.5,0,0,0
49B8C46F115372D690549B4393A90F74,D57E3273719254C16939BB801BF2AB0C,VTS,1,""""" ",1/28/2013 17:54,1/28/2013 18:05,1,660,1.9,-74.002266,40.741951,-74.002266,40.741951,CRD,10,1,0.5,0,13.7,2.2,1,1
E0BC66DD4EACB5C27288DAFED6B07AB2,319697EFB4A1178473470337CED73D35,CMT,1,N  ,9/20/2013 6:58,9/20/2013 7:04,1,401,1.7,-73.970207,40.794022,-73.946465,40.795715,CSH,7.5,0,0.5,0,8,0,0,0
94F5F36F8100F1751E5EBCF620FA30D8,9D9C7412FC7BF05DFA21C164CA09F7C4,CMT,1,N  ,12/9/2013 11:20,12/9/2013 11:25,2,311,0.2,-73.987457,40.749657,-73.983437,40.752468,CSH,5,0,0.5,0,5.5,0,0,0
F0BE2E0EC8F857F69D4AD44D4943FEC2,D049CE66C7558543FBA452E07DD0FA1E,CMT,1,N  ,9/14/2013 17:56,9/14/2013 18:06,4,588,2,-73.970139,40.760262,-73.954628,40.783779,CSH,9.5,0,0.5,0,10,0,0,0
8F495AE9260737EB7F2F2BA4EF1550CA,580BFE85500A880B34108F43D2B19E0F,VTS,1,""""" ",4/7/2013 12:52,4/7/2013 13:10,1,1080,2.25,-73.95932,40.771801,-73.965614,40.762775,CRD,13,0,0.5,0,15.5,2,1,1
7B858DEA24A14489080FAA39764D3430,BB9C678B3D993CBC77215A2F507E8CA9,VTS,1,""""" ",6/16/2013 12:54,6/16/2013 12:59,5,300,0.85,-73.97303,40.764374,-73.980682,40.754108,CSH,5,0,0.5,0,5.5,0,0,0
43771F4485FE35BB53AD39ED92864353,87C7ECAB868CAEEDE6BE86B4A05FC7CC,CMT,1,N  ,5/16/2013 9:52,5/16/2013 10:16,3,1446,3.2,-74.005386,40.715931,-73.990875,40.755909,CSH,16.5,0,0.5,0,17,0,0,0
7CA8175FA784DFEC252DB9D4C0BDBDB6,6258F10042703FEB56A20B589A9624CD,VTS,1,""""" ",6/13/2013 6:13,6/13/2013 6:16,1,180,0.64,-73.984344,40.760822,-73.994003,40.764759,CSH,4.5,0,0.5,0,5,0,0,0
9666267EE68CFCE0131246710F478BC0,4B6EA9C745CD763E1826162FECF78F3B,CMT,1,N  ,2/26/2013 12:48,2/26/2013 12:57,1,520,4,-73.780273,40.645687,-73.798347,40.667397,CSH,13.5,0,0.5,0,14,0,0,0
3C08296D0EB7ABE24FB7328DE9B62813,72BAF8C2F5D522C757534928B30E9CB0,VTS,1,""""" ",3/14/2013 12:14,3/14/2013 12:31,1,1020,1.62,-73.944397,40.779701,-73.944397,40.779701,CSH,8,0,0.5,0,8.5,0,0,0
8D470DE5FF33D546CD369C1803371898,5CB6D097928C9010023A94D1DC56E418,VTS,1,""""" ",4/17/2013 17:06,4/17/2013 17:24,3,1080,4.74,-73.953629,40.766945,-74.005569,40.738056,CRD,17.5,1,0.5,0,23.62,4.62,1,1
9F8B1F5E209FBFDCF49F5637B6FC3E59,F4F849629193628F347B6727DA11F428,VTS,1,""""" ",7/20/2013 19:51,7/20/2013 19:55,1,240,0.52,-73.982895,40.721317,-73.999496,40.726101,CRD,4.5,0,0.5,0,5.9,0.9,1,1
9A7B15240D64B8C447FDAC7445D3A4A7,C674A19FC341C4564CD2A8D680E6EAE2,VTS,1,""""" ",4/18/2013 7:44,4/18/2013 7:55,3,660,1.63,-73.99128,40.755848,-73.998459,40.741261,CSH,9.5,0,0.5,0,10,0,0,0
E60B26D4152D1E15BAED71D52044FCA7,38899DEC2DAC0836B12E51DBD9162A36,CMT,1,N  ,7/9/2013 19:52,7/9/2013 19:58,1,342,0.8,-73.983459,40.747646,-73.995399,40.74889,CSH,5.5,1,0.5,0,7,0,0,0
FA169C743FB23E07F564CD44A28748EF,CAA7D8402874FCA48F0A7CA82D5FBFFF,VTS,1,""""" ",4/26/2013 19:02,4/26/2013 19:08,1,360,1.04,-73.982582,40.735645,-73.995415,40.732655,CRD,6,1,0.5,0,8.5,1,1,1
462F41CEF2DAC35B85094FE4254E7800,20CF6C89A70046E8C6ED9EC6013CAF8E,CMT,1,N  ,5/1/2013 0:51,5/1/2013 1:00,1,510,2.5,-73.977303,40.784389,-73.995949,40.753647,CRD,10,0.5,0.5,0,13,2,1,1
A5D125F5550BE7822FC6EE156E37733A,8426C4101AAF14DF54B52CF0C6B8ABF8,VTS,1,""""" ",7/3/2013 7:23,7/3/2013 7:37,1,840,1.72,-73.999481,40.761131,-73.977959,40.754696,CSH,10.5,0,0.5,0,11,0,0,0
BF0079F9117DFBDC6E5C7100B42E7E46,D7B03ED12E4A213D31FBFF19EBD97F4F,CMT,1,N  ,7/24/2013 18:29,7/24/2013 18:38,1,592,1.2,-73.992737,40.723923,-74.000504,40.733105,CRD,8,1,0.5,0,11.5,2,1,1
B6BCBE595116CFC930EEF414717EEDDB,3629EDC501F2200F8885C71A6AFBC4E1,VTS,1,""""" ",11/22/2013 10:02,11/22/2013 10:14,2,720,1.23,-73.991531,40.746544,-74.004517,40.742226,CSH,8.5,0,0.5,0,9,0,0,0
E8BDDB5153E8607DE95883852ABB5DA1,61FF334A5D123641085FD9A27DB81AEC,CMT,1,N  ,2/27/2013 13:44,2/27/2013 14:03,1,1146,1.8,-73.988495,40.731182,-73.986633,40.750763,CSH,12.5,0,0.5,0,13,0,0,0
5991AEA2E60A8758AEFD824248C92E83,6F97DD44103B3CB93EF0BC56037E2FBE,VTS,1,""""" ",11/20/2013 18:39,11/20/2013 18:50,2,660,3.07,-73.984222,40.773975,-73.965523,40.801964,CSH,11.5,1,0.5,0,13,0,0,0
F6C8A264AAC6053C20C05A5A2F9646FD,EEBB820137FFA4AC203A8CCB4E30AF88,VTS,1,""""" ",2/21/2013 1:55,2/21/2013 2:14,6,1140,5.92,-73.991844,40.758209,-73.953758,40.822884,CSH,22,0.5,0.5,0,23,0,0,0
02780AC794E17F237D3409136E414310,5639396A1AC559DB896A5159BDCC7A1F,CMT,1,N  ,2/16/2013 21:29,2/16/2013 21:43,1,846,5.9,-73.965172,40.80669,-73.918282,40.87299,CSH,18.5,0.5,0.5,0,19.5,0,0,0
B3D3170563C1F85498B63F11E2FBA2AD,409AE86C7F5FE169A7171DE360052B1C,CMT,1,N  ,10/23/2013 6:11,10/23/2013 6:33,1,1306,6,-73.949265,40.781635,-73.904846,40.836292,CRD,21.5,0,0.5,0,26.4,4.4,1,1
090DFC82C624A617EC0E80818B484427,C8F1815FB2C57A599A74B019A43031A3,VTS,1,""""" ",10/30/2013 19:20,10/30/2013 19:29,1,540,1.33,-73.990631,40.739925,-73.991714,40.726341,CSH,7.5,1,0.5,0,9,0,0,0
A9D0A5354422ABB3FEC39B5F6C128F94,98FC9BC29FA3A7328F1D2773D2DA3F78,CMT,1,N  ,12/12/2013 14:49,12/12/2013 15:06,1,1026,1,-73.9841,40.754501,-73.969734,40.762794,CSH,11.5,0,0.5,0,12,0,0,0
A0ACFA7CB3B1A4EF8D39E76C72C4308D,FB4CE25135F8F5383B5727483C53A01E,CMT,1,N  ,8/24/2013 11:34,8/24/2013 11:39,1,342,1.2,-73.978256,40.750423,-73.972939,40.764759,CSH,6.5,0,0.5,0,7,0,0,0
7F1561848159D25FF08B54C7DF443106,FFEE627F76A3A498DA53E200821FDEE9,VTS,1,""""" ",6/28/2013 8:44,6/28/2013 8:54,4,600,2.46,-74.008705,40.71891,-74.003166,40.74892,CRD,10,0,0.5,0,12.5,2,1,1
ED7D2800F4D3E5D1FFAE74FE5CA6CAA4,02C34EC33811A9B64D263A65B1EB77EC,VTS,1,""""" ",12/6/2013 20:18,12/6/2013 20:24,1,360,1.25,-73.973831,40.752304,-73.966507,40.804222,CRD,6.5,0.5,0.5,0,8.9,1.4,1,1
313331ED5239D808BCA7444CA77FC69F,F82341258B799348F0DC4426153D5D98,VTS,1,""""" ",10/25/2013 16:14,10/25/2013 16:20,1,360,1.09,-73.960754,40.775677,-73.958183,40.765392,CRD,6.5,1,0.5,0,9.25,1.25,1,1
A2AFC9C0B840AB40E0DCD3B5F8B9E81A,0DDAAEE1DCB00DDD266F4095EF815C0A,VTS,1,""""" ",4/26/2013 6:11,4/26/2013 6:45,1,2040,21.83,-73.78286,40.644459,-73.831757,40.856731,CRD,58.5,0,0.5,5.33,76.03,11.7,1,3
924052A11B5BC89108096BF86BCDE79E,8A0D86B72E969143CDA231A6D535EE82,VTS,1,""""" ",11/29/2013 10:27,11/29/2013 10:38,5,660,0.91,-73.979065,40.757668,-73.98764,40.75069,CSH,8.5,0,0.5,0,9,0,0,0
059780662381FB265803A3B63F366E6D,C7DC53301D8F1B10BD4E61508201A23F,VTS,1,""""" ",12/14/2013 14:06,12/14/2013 14:13,6,420,1.15,-73.998558,40.724621,-74.003654,40.736561,CSH,6.5,0,0.5,0,7,0,0,0
F2EFF06903356502C5F6A00B6015F979,2B44FC15ECD90C5113220EBBFC9B71F1,VTS,1,""""" ",6/28/2013 11:57,6/28/2013 12:01,2,240,1.18,-73.99482,40.751102,-73.978775,40.772469,CRD,6,0,0.5,0,7.25,0.75,1,1
CAC34E235AA567904C3C3A8772895C52,F7A245A906E52E7FA2CC43D204B3651C,CMT,1,N  ,12/30/2013 21:33,12/30/2013 21:58,2,1464,1.3,-73.989639,40.756474,-73.973724,40.758858,CRD,15,0.5,0.5,0,20,4,1,1
FA699984A93BA7C213387DD69C247D70,01269F76968E98891C0B18D7BDD92033,VTS,1,""""" ",7/11/2013 16:17,7/11/2013 16:32,1,900,1.06,-74.003113,40.733593,-73.997871,40.722675,CRD,10.5,1,0.5,0,12,0,0,0
54736935A52C46DD4D6FFFB8B5E8AD0E,B0008067652CBC0D8DD7DD1CA6C5D309,CMT,1,N  ,2/8/2013 13:52,2/8/2013 13:59,1,394,0.9,-73.966827,40.793983,-73.97567,40.781921,CRD,6,0,0.5,0,7.8,1.3,1,1
ABB5D04A3D40D9E8436D988AEBD2E3DB,52753BA97D517E272A030B4E523A6DAD,VTS,1,""""" ",1/13/2013 19:48,1/13/2013 19:55,3,420,1.64,-73.97596,40.748638,-73.97937,40.765251,CSH,8,0,0.5,0,8.5,0,0,0
115B0F23F67AA47331FB87E01324BEAC,22AB572F20F01E6327A35AD3CA73F9FD,CMT,1,N  ,11/7/2013 5:56,11/7/2013 6:03,1,389,1.4,-73.973381,40.758656,-73.993774,40.758999,CRD,7,0.5,0.5,0,9.6,1.6,1,1
072E0721AE3D3F91576E68BAC5F6A802,90E3B38745F6A542BD1DAC628F622015,VTS,1,""""" ",2/15/2013 0:38,2/15/2013 0:43,1,300,0.93,-73.989395,40.739075,-73.986465,40.730263,CRD,5.5,0.5,0.5,0,7.7,1.2,1,1
D9F8DF71EE7206FA69A0D5534779FB99,A66ED73B1AFFFC696108B85D9E6C28C8,VTS,1,""""" ",12/28/2013 17:46,12/28/2013 17:57,1,660,2.09,-73.992348,40.725082,-73.98716,40.749043,CSH,9.5,0,0.5,0,10,0,0,0
5BBE7C1F7204C5041E63654EE2834B99,DB54A4BC46A467BF89041BDAA5A02E77,VTS,1,""""" ",9/29/2013 18:29,9/29/2013 18:35,1,360,2.34,-73.986938,40.776394,-73.964508,40.802029,CSH,8.5,0,0.5,0,9,0,0,0
1AD349C9FBD91F87F7D9C33B23F6293D,F70EF76435BB5FA3C2A43FED411A76A2,CMT,1,N  ,8/29/2013 8:09,8/29/2013 8:25,1,942,2.7,-73.983131,40.722725,-74.006325,40.738209,CRD,12.5,0,0.5,0,15.6,2.6,1,1
F5FF6DB0533AC08E8539A7978170C0A4,1259ABDB4B2DCD8E845AE40B8C2E47D0,CMT,1,N  ,7/14/2013 16:24,7/14/2013 16:41,2,1051,2.7,-74.004166,40.738087,-73.978149,40.773064,CSH,13.5,0,0.5,0,14,0,0,0
526B9B74D25BFD3D7FFB76319ADF28FC,A930D2699A076C6EFAAE2F0A97C10498,VTS,1,""""" ",2/21/2013 10:33,2/21/2013 10:52,1,1140,8.27,-73.958771,40.783512,-74.014328,40.702896,CSH,26,0,0.5,0,26.5,0,0,0
D967D827321196701081493549B9034D,461AAD476667C9F41727F2C5117768BE,CMT,1,N  ,10/25/2013 14:03,10/25/2013 14:10,1,385,0.8,-73.954964,40.767269,-73.967903,40.771141,CSH,6,0,0.5,0,6.5,0,0,0
0486DEF0F0B29F85FFD1EF7F4ADE080C,1A24AB1E2EBB8C09B8489A1607CFC02F,CMT,1,N  ,1/18/2013 9:29,1/18/2013 9:33,1,256,1.1,-73.958336,40.773815,-73.955444,40.785561,CSH,5.5,0,0.5,0,6,0,0,0
2DA12E2776B48AB3C8EBE6B57B2A0730,997F10C3F53A1102CA7A8D636C2E2D94,VTS,1,""""" ",8/11/2013 1:37,8/11/2013 2:02,1,1500,4.2,-74.00547,40.739231,-73.983643,40.688862,CRD,20,0.5,0.5,0,21,0,0,0
716EC9ABAB6F82141027DA09A290005D,B3C8637D063490373A020C31254278DF,VTS,1,""""" ",5/6/2013 23:30,5/6/2013 23:41,1,660,2.72,-73.95771,40.764465,-73.984718,40.749561,CRD,11.5,0.5,0.5,0,12.5,0,0,0
CDC40A1F194AA8D4CA9EF331A266E1FA,266352E176E098D2E05B75758896E874,VTS,1,""""" ",7/18/2013 22:40,7/18/2013 22:52,6,720,3.34,-74.002235,40.729607,-73.982155,40.769855,CRD,12,0.5,0.5,0,14.5,1.5,1,1
654AF9D72CB0CA3EA5F9F840DB9B892A,9347A259A2DF54C77F9394682A8B8978,CMT,1,N  ,5/31/2013 7:29,5/31/2013 7:44,2,876,3,-73.952705,40.783375,-73.98085,40.75164,CRD,12.5,0,0.5,0,14,1,1,1
917CA3EEE746ED8E026A5B8A16B4FE66,E2258F2109A9570ECF4C72F062412C8F,VTS,1,""""" ",8/11/2013 22:35,8/11/2013 22:45,1,600,1.12,-73.989143,40.72023,-74.004265,40.721905,CSH,7.5,0.5,0.5,0,8.5,0,0,0
5711CD174E17A8E8B9C16E123795C4C1,A0E4376A7A6CCBC8F9AF2025526679B5,VTS,1,""""" ",6/30/2013 6:08,6/30/2013 6:17,1,540,4.72,-73.973068,40.748676,-74.00415,40.707561,CRD,15,0,0.5,0,16.5,1,1,1
62CB14A1FECF9C1CB520381E8F2D42FD,8821CA9250E34A8696440A553317B22F,VTS,1,""""" ",8/22/2013 1:00,8/22/2013 1:15,3,900,3.13,-73.951607,40.714161,-73.916367,40.689384,CSH,13,0.5,0.5,0,14,0,0,0
08099C118772D01BBA1C3F486BD8AF1E,D72A5034556F003FBEE37F5361EDA070,VTS,1,""""" ",6/21/2013 15:54,6/21/2013 16:03,1,540,1.72,-73.949707,40.787525,-73.978165,40.783035,CSH,8.5,0,0.5,0,9,0,0,0
6133F218393DE520E73324B1822E0E25,93FEB96495E8C05E802A10034BE59F30,VTS,1,""""" ",6/13/2013 21:52,6/13/2013 22:02,3,600,2.07,-73.957085,40.783005,-73.957901,40.771317,CSH,9.5,0.5,0.5,0,10.5,0,0,0
